"Path 1","Path 2","Path 3","Path 4","Path 5","Path 6","URLs","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"","","","","ajax-n-apis/","","1","https://bgoonz-blog.netlify.app/docs/react/ajax-n-apis/","text/html;charset=UTF-8","200","OK","Indexable","","AJAX and APIs","13","135","You can use any AJAX library you like with React. Some popular ones are Axios, jQuery AJAX, and the browser built-in window.fetch.","130","829","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","AJAX and APIs","13","AJAX and APIs – React","21","Excerpt","7","Jump to Section","15","","","","","","","","","","232272","323","2.700","2","","179","170","0","97.700","209","198","0","56","49","0","","","","","12540a7439edb79e09a2c9fb07e6c85b","0.274","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/ajax-n-apis/","2022-01-05 20:34:04"
"","","","","render-elements/","","1","https://bgoonz-blog.netlify.app/docs/react/render-elements/","text/html;charset=UTF-8","200","OK","Indexable","","Rendering Elements With React | webdevhub","41","396","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Rendering Elements With React","29","Rendering Elements","18","Rendering an Element into the DOM","33","Updating the Rendered Element","29","","","","","","","","","","232233","417","2.816","2","","179","170","0","97.700","209","198","0","59","50","0","","","","","e17fcb30ad6fb7e1ce0736721d61ff5c","0.331","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/render-elements/","2022-01-05 20:34:20"
"","","","","cheatsheet/","","1","https://bgoonz-blog.netlify.app/docs/react/cheatsheet/","text/html; charset=utf-8","200","OK","Indexable","","React Cheat Sheets: | webdevhub","31","300","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","React Cheat Sheets:","19","React Patterns:","15","React Cheat Sheet","17","Rendering","9","","","","","","","","","","283366","2949","9.053","2","","179","170","0","97.700","210","199","0","66","61","0","","","","","2254316d8d1f6d87233c2cbcdfd7731a","8.064","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/cheatsheet/","2022-01-05 20:34:19"
"","","","","demo/","","1","https://bgoonz-blog.netlify.app/docs/react/demo/","text/html;charset=UTF-8","200","OK","Indexable","","React Class Components Demo | webdevhub","39","398","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","React Class Components Demo","27","","0","React Class Components Demo","27","React Demo","10","","","","","","","","","","275825","5662","14.332","2","","179","170","0","97.700","209","198","0","79","72","0","","","","","ed1690fd10b30817fa412f2aa7680a9b","0.242","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/demo/","2022-01-05 20:34:32"
"","","","","react-docs/","","1","https://bgoonz-blog.netlify.app/docs/react/react-docs/","text/html;charset=UTF-8","200","OK","Indexable","","React","5","52","We will examine the building blocks of React apps: elements and components.
Once you master them, you can create complex apps from small reusable
pieces.","153","1005","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","React Docs","10","React:","6","Jump to Section","15","","0","","","","","","","","","","344520","12349","25.397","2","","179","170","0","97.700","209","198","0","196","145","0","","","","","94e364db39dab982810f754c89235b05","0.206","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/react-docs/","2022-01-05 20:34:41"
"","","","","jsx/","","1","https://bgoonz-blog.netlify.app/docs/react/jsx/","text/html;charset=UTF-8","200","OK","Indexable","","Introducing JSX | webdevhub","27","255","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Introducing JSX","15","Introducing JSX","15","Jump to Section","15","","0","","","","","","","","","","234238","668","3.489","2","","179","170","0","97.700","209","198","0","62","56","0","","","","","6eb33afcea23bff0290b2467d16f0f9e","0.278","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/jsx/","2022-01-05 20:35:49"
"","","","","react-in-depth/","","1","https://bgoonz-blog.netlify.app/docs/react/react-in-depth/","text/html;charset=UTF-8","200","OK","Indexable","","Intro To React","14","127","React embraces the fact that rendering logic is inherently coupled with
other UI logic: how events are handled, how the state changes over time.","144","903","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","React In Depth","14","React In Depth","14","Jump to Section","15","","0","","","","","","","","","","511225","34030","42.459","2","","179","170","0","97.700","210","199","0","157","101","0","","","","","776416ab7e92dcbd6eb5513335f4c43","0.301","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/react-in-depth/","2022-01-05 20:36:05"
"","","","","createReactApp/","","1","https://bgoonz-blog.netlify.app/docs/react/createReactApp/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","2","","172","170","0","97.700","0","0","0","0","0","0","","","","","","1.027","","https://bgoonz-blog.netlify.app/docs/react/createreactapp/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/react/createReactApp/","2022-01-05 20:36:44"
"","","","","react2/","","1","https://bgoonz-blog.netlify.app/docs/react/react2/","text/html;charset=UTF-8","200","OK","Indexable","","Intro To React | webdevhub","26","244","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Intro To React","14","Introduction to React for Complete Beginners","44","Jump to Section","15","","0","","","","","","","","","","376640","10078","21.491","2","","180","170","0","97.700","210","199","0","55","48","0","","","","","2621df561bf702dc9f995092ed02b6e3","0.266","","","","","1.1","https://bgoonz-blog.netlify.app/docs/react/react2/","2022-01-05 20:36:52"
"","","","interact/","","","6","https://bgoonz-blog.netlify.app/docs/interact/","text/html;charset=UTF-8","200","OK","Indexable","","Interactive Examples","20","182","here is content the user can interact with","42","256","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Interactive","11","","0","Jump to Section","15","","0","","","","","","","","","","228997","37","1.906","1","","181","171","0","98.280","214","198","0","51","45","0","","","","","293c9289211722896126ad4137f31940","0.243","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interact/","2022-01-05 20:32:32"
"","","","","video-chat/","","1","https://bgoonz-blog.netlify.app/docs/interact/video-chat/","text/html; charset=utf-8","200","OK","Indexable","","Zumzi Video Conference:","23","220","Features:
Group Voice and Video Call with unlimited members
Live Streaming
Screen Sharing
Supports video streaming at various resolutions.","138","898","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Zumzi Video Conferencing (Mesibo API Backend)","45","Zumzi Video Conference:","23","Zumzi Live Demo","15","Features:","9","","","","","","","","","","275500","1650","6.574","2","","179","170","0","97.700","210","199","0","58","53","0","","","","","2dbf9b10143d615641a41c31b9b5c13f","6.989","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interact/video-chat/","2022-01-05 20:32:49"
"","","","","jupyter-notebooks/","","1","https://bgoonz-blog.netlify.app/docs/interact/jupyter-notebooks/","text/html; charset=utf-8","200","OK","Indexable","","Jupyter Notebooks","17","165","Jupyter Notebooks allow us to combine the power of a python script with the simplicity of a markdown file","105","653","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Jupyter Notebooks","17","","0","Jump to Section","15","","0","","","","","","","","","","257592","41","1.711","2","","180","170","0","97.700","210","199","0","52","47","0","","","","","67de00a17837dad2946bffe56419b0d5","8.357","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interact/jupyter-notebooks/","2022-01-05 20:33:47"
"","","","","callstack-visual/","","1","https://bgoonz-blog.netlify.app/docs/interact/callstack-visual/","text/html;charset=UTF-8","200","OK","Indexable","","Callstack Visualizer | webdevhub","32","286","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Callstack Visualizer","20","","0","Callstack Visualizer","20","Jump to Section","15","","","","","","","","","","234602","369","2.727","2","","179","170","0","97.700","209","198","0","51","46","0","","","","","7ceb1ff008981be92b534a82e40d9fb2","0.256","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interact/callstack-visual/","2022-01-05 20:34:58"
"","","","","clock/","","1","https://bgoonz-blog.netlify.app/docs/interact/clock/","text/html; charset=utf-8","200","OK","Indexable","","Clock | webdevhub","17","166","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Clock","5","","0","World Clock(Click To See Localized Time)","40","Jump to Section","15","","","","","","","","","","258093","41","1.708","2","","180","170","0","97.700","210","199","0","51","46","0","","","","","c392cebc842c5e6c2462a9385bbd4a67","7.019","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interact/clock/","2022-01-05 20:34:55"
"","","","","other-sites/","","1","https://bgoonz-blog.netlify.app/docs/interact/other-sites/","text/html;charset=UTF-8","200","OK","Indexable","","Typography","10","104","This is the typography page","27","176","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Other Websites","14","Here are some other websites I have worked on since endeavoring to learn web development!","89","Jump to Section","15","","0","","","","","","","","","","231976","46","1.902","2","","180","170","0","97.700","209","198","0","48","43","0","","","","","f137d28d766263914cd67a94a2c009ca","0.258","","","","","1.1","https://bgoonz-blog.netlify.app/docs/interact/other-sites/","2022-01-05 20:35:35"
"","","","about/","","","6","https://bgoonz-blog.netlify.app/docs/about/","text/html;charset=UTF-8","200","OK","Indexable","","About","5","51","Bryan Guner personal blog about page","36","247","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","About","5","Hi 👋, I'm Bryan","16","","0","➤ Codepens (mostly embeded animations)","38","","","","","","","","","","274075","2412","7.952","1","","186","171","0","98.280","220","199","0","145","122","0","","","","","b39a6c34dc06afb6075183c7e6b43cc","0.290","","","","","1.1","https://bgoonz-blog.netlify.app/docs/about/","2022-01-05 20:32:32"
"","","","","eng-portfolio/","","1","https://bgoonz-blog.netlify.app/docs/about/eng-portfolio/","text/html;charset=UTF-8","200","OK","Indexable","","Engineering Portfolio","21","181","This is an Engineering Portfolio page that contains a powerpoint portfolio of my work as an electrical engineer!","112","693","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Engineering Portfolio","21","Portfolio","9","Jump to Section","15","","0","","","","","","","","","","230330","24","1.870","2","","179","170","0","97.700","209","198","0","50","45","0","","","","","6b59a75d651866cd10afea9c55be0cb5","0.251","","","","","1.1","https://bgoonz-blog.netlify.app/docs/about/eng-portfolio/","2022-01-05 20:32:57"
"","","","","job-search/","","1","https://bgoonz-blog.netlify.app/docs/about/job-search/","text/html;charset=UTF-8","200","OK","Indexable","","Job Search | webdevhub","22","217","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Job Search","10","Job Boards and The Hunt","23","JavaScript Trivia","17","Python Trivia","13","","","","","","","","","","271370","3260","8.401","2","","179","170","0","97.700","212","199","0","202","166","0","","","","","51e9a3e3b574a71f09feb68504b2b48f","0.205","","","","","1.1","https://bgoonz-blog.netlify.app/docs/about/job-search/","2022-01-05 20:33:34"
"","","","","resume/","","1","https://bgoonz-blog.netlify.app/docs/about/resume/","text/html;charset=UTF-8","200","OK","Indexable","","Resume","6","72","Successfully completed and delivered a platform to digitize a guitar signal and perform filtering before executing frequency & time domain analysis to track a current performance against prerecorded performance.","211","1331","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Resume","6","➤ Technical Skills­­­","21","Jump to Section","15","","0","","","","","","","","","","261633","420","2.684","2","","180","170","0","97.700","210","199","0","51","46","0","","","","","2209048279bf107c5791970707147b02","0.270","","","","","1.1","https://bgoonz-blog.netlify.app/docs/about/resume/","2022-01-05 20:33:36"
"","","","","intrests/","","1","https://bgoonz-blog.netlify.app/docs/about/intrests/","text/html;charset=UTF-8","200","OK","Indexable","","Youtube | webdevhub","19","190","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Youtube","7","","0","Jump to Section","15","","0","","","","","","","","","","229227","11","1.838","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","228e204290e2ec20645fa9fd18aeaaf","0.256","","","","","1.1","https://bgoonz-blog.netlify.app/docs/about/intrests/","2022-01-05 20:34:00"
"","","","","README/","","1","https://bgoonz-blog.netlify.app/docs/about/README/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","2","","171","170","0","97.700","0","0","0","0","0","0","","","","","","0.969","","https://bgoonz-blog.netlify.app/docs/about/readme/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/about/README/","2022-01-05 20:34:58"
"","","","leetcode/","","","1","https://bgoonz-blog.netlify.app/docs/leetcode/","text/html;charset=UTF-8","200","OK","Indexable","","Leetcode Examples","17","173","Leetcode practice","17","113","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Leetcode","8","Leetcode","8","Jump to Section","15","","0","","","","","","","","","","227989","12","1.853","1","","180","171","0","98.280","209","198","0","48","43","0","","","","","41bc57ee16192df2a50bb0bbd2c238cd","0.315","","","","","1.1","https://bgoonz-blog.netlify.app/docs/leetcode/","2022-01-05 20:32:33"
"","","","javascript/","","","11","https://bgoonz-blog.netlify.app/docs/javascript/","text/html; charset=utf-8","200","OK","Indexable","","Javascript | webdevhub","22","206","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Javascript","10","Fundamental Javascript Concepts You Should Understand","53","Cheatsheet:","11","Jump to Section","15","","","","","","","","","","532224","33591","40.208","1","","181","171","0","98.280","220","199","0","68","58","0","","","","","861a72175f6e04becce3de6d70606ad5","6.720","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/","2022-01-05 20:32:28"
"","","","","review/","","1","https://bgoonz-blog.netlify.app/docs/javascript/review/","text/html;charset=UTF-8","200","OK","Indexable","","Javascript Concepts Review | webdevhub","38","365","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Javascript Concepts Review","26","Core Concepts","13","Core Concept Review","19","Prefer const and let over var","29","","","","","","","","","","242300","1748","6.249","2","","179","170","0","97.700","209","198","0","50","45","0","","","","","e51efd5cbdf2df3db5dcd7e292c43575","0.283","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/review/","2022-01-05 20:32:56"
"","","","","for-loops/","","1","https://bgoonz-blog.netlify.app/docs/javascript/for-loops/","text/html;charset=UTF-8","200","OK","Indexable","","lorem-ipsum | webdevhub","23","224","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","lorem-ipsum","11","","0","Jump to Section","15","","0","","","","","","","","","","230439","214","2.449","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","e4e9e733e17406de19eb6a588895b441","0.302","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/for-loops/","2022-01-05 20:32:58"
"","","","","this-is-about-this/","","1","https://bgoonz-blog.netlify.app/docs/javascript/this-is-about-this/","text/html;charset=UTF-8","200","OK","Indexable","","This in JavaScript","18","154","Arrow functions are great because the inner value of this cant be changed, its *always* the same as the outer this.","115","717","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","WhatisTHIS","10","What is THIS","12","If the function is defined as an arrow function: #","50","Otherwise, if the function/class is called with new: #","54","","","","","","","","","","240164","1234","5.173","2","","179","170","0","97.700","209","198","0","66","46","0","","","","","a3569252b3aa56abfdf11fb0c860681b","0.292","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/this-is-about-this/","2022-01-05 20:33:57"
"","","","","asyncjs/","","1","https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/","text/html;charset=UTF-8","200","OK","Indexable","","AsynchAsynchronous JavaScript | webdevhub","41","400","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","AsynchAsynchronous JavaScript","29","Async functions:","16","Asynchronous JavaScript","23","Await","5","","","","","","","","","","242809","1609","5.766","2","","181","170","0","97.700","214","201","0","59","54","0","","","","","6f091ae8e35f74a9938a07cb258610ef","0.286","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/","2022-01-05 20:34:43"
"","","","","await-keyword/","","1","https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/","text/html;charset=UTF-8","200","OK","Indexable","","Await | webdevhub","17","166","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Await","5","await","5","Syntax","6","Description","11","","","","","","","","","","232172","506","3.125","2","","179","170","0","97.700","214","202","0","51","45","0","","","","","db7031c90cdc8f7715178c117d3acb30","0.276","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/","2022-01-05 20:34:44"
"","","","","clean-code/","","1","https://bgoonz-blog.netlify.app/docs/javascript/clean-code/","text/html;charset=UTF-8","200","OK","Indexable","","Clean Code | webdevhub","22","220","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Clean Code","10","clean-code-javascript","21","Table of Contents","17","Introduction","12","","","","","","","","","","294443","6909","17.428","2","","191","170","0","97.700","221","198","0","79","74","0","","","","","71f12fa5610d35f9bde5fe124b5b6208","0.276","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/clean-code/","2022-01-05 20:35:28"
"","","","","constructor-functions/","","1","https://bgoonz-blog.netlify.app/docs/javascript/constructor-functions/","text/html; charset=utf-8","200","OK","Indexable","","Constructor Functions | webdevhub","33","308","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Constructor Functions","21","","0","Constructor Functions","21","Invoking a constructor function","31","","","","","","","","","","273777","1866","5.830","2","","179","170","0","97.700","210","199","0","51","46","0","","","","","6ce7a0e5b77f38df99d80776fe6de064","5.962","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/constructor-functions/","2022-01-05 20:35:42"
"","","","","bigo/","","1","https://bgoonz-blog.netlify.app/docs/javascript/bigo/","text/html;charset=UTF-8","200","OK","Indexable","","A Very Quick Guide To Calculating Big O Computational Complexity | webdevhub","76","710","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","A Very Quick Guide To Calculating Big O Computational Complexity","64","A Very Quick Guide To Calculating Big O Computational Complexity","64","Jump to Section","15","","0","","","","","","","","","","233109","488","2.964","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","244cac08bd93b1ccf4b6562c5d83ed76","0.294","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/bigo/","2022-01-05 20:36:16"
"","","","","promises/","","1","https://bgoonz-blog.netlify.app/docs/javascript/promises/","text/html;charset=UTF-8","200","OK","Indexable","","Promises | webdevhub","20","199","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Promises","8","","0","Promises","8","Events aren't always the best way #","35","","","","","","","","","","257061","3415","10.900","2","","179","170","0","97.700","209","198","0","84","65","0","","","","","acdfa560e758e4513e630781a8268ff","0.345","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/promises/","2022-01-05 20:36:42"
"","","","","arrow-functions/","","1","https://bgoonz-blog.netlify.app/docs/javascript/arrow-functions/","text/html;charset=UTF-8","200","OK","Indexable","","JS Fat Arrow Functions | webdevhub","34","323","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","JS Fat Arrow Functions","22","","0","JS Fat Arrow Functions","22","Lexical this","12","","","","","","","","","","235518","885","4.115","2","","179","170","0","97.700","209","198","0","51","45","0","","","","","3711a303441905ab117ca2cc60972cad","0.317","","","","","1.1","https://bgoonz-blog.netlify.app/docs/javascript/arrow-functions/","2022-01-05 20:36:54"
"","","","tools/","","","6","https://bgoonz-blog.netlify.app/docs/tools/","text/html;charset=UTF-8","200","OK","Indexable","","Tools","5","48","paste to markdown, excel table to markdown, excel to html, cloud storage, text manipulation, ternary converter, github html preview, form builder, border","153","951","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Tools","5","Markdown tools","14","Jump to Section","15","","0","","","","","","","","","","232700","69","1.932","1","","182","171","0","98.280","213","198","0","51","46","0","","","","","d3bf146927c5dc23993aa6d79c5627e0","0.319","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tools/","2022-01-05 20:32:36"
"","","","","Archive","","1","https://bgoonz-blog.netlify.app/docs/tools/Archive","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","1","","176","174","0","100.000","0","0","0","0","0","0","","","","","","1.044","","https://bgoonz-blog.netlify.app/docs/tools/archive/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/tools/Archive","2022-01-05 20:32:46"
"","","","","dev-utilities/","","1","https://bgoonz-blog.netlify.app/docs/tools/dev-utilities/","text/html;charset=UTF-8","200","OK","Indexable","","General Utilities | webdevhub","29","255","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","General Utilities","17","Semvar Checker","14","General Utilities","17","Archives","8","","","","","","","","","","230133","61","1.935","2","","180","170","0","97.700","209","198","0","51","46","0","","","","","5b93ad9490c97d2d0180e4104fed5eee","0.217","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tools/dev-utilities/","2022-01-05 20:35:12"
"","","","","data-structures/","","1","https://bgoonz-blog.netlify.app/docs/tools/data-structures/","text/html; charset=utf-8","200","OK","Indexable","","Data Structures | webdevhub","27","255","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Data Structures","15","Algorithms","10","Data Structures","15","Jump to Section","15","","","","","","","","","","261978","52","1.722","2","","179","170","0","97.700","210","199","0","52","47","0","","","","","995fd8431fda20276bb7d058afd996a2","12.332","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tools/data-structures/","2022-01-05 20:35:01"
"","","","","markdown-html/","","1","https://bgoonz-blog.netlify.app/docs/tools/markdown-html/","text/html;charset=UTF-8","200","OK","Indexable","","md and html | webdevhub","23","224","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","md and html","11","Paste To Markdown","17","Tools For Markdown & Html","25","Jump to Section","15","","","","","","","","","","229382","30","1.880","2","","180","170","0","97.700","209","198","0","48","43","0","","","","","bb656f81f276cbe1570d6c1f433513e5","0.238","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tools/markdown-html/","2022-01-05 20:35:55"
"","","","","Archive/","","1","https://bgoonz-blog.netlify.app/docs/tools/Archive/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","2","","171","170","0","97.700","0","0","0","0","0","0","","","","","","1.002","","https://bgoonz-blog.netlify.app/docs/tools/archive/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/tools/Archive/","2022-01-05 20:36:38"
"","","","tools","","","1","https://bgoonz-blog.netlify.app/docs/tools","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","1","","177","174","0","100.000","0","0","0","0","0","0","","","","","","1.219","","https://bgoonz-blog.netlify.app/docs/tools/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/tools","2022-01-05 20:32:38"
"","","","gallery","","","1","https://bgoonz-blog.netlify.app/docs/gallery","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1322","0","0.000","1","","175","174","0","100.000","0","0","0","0","0","0","","","","","","1.033","","","","","1.1","https://bgoonz-blog.netlify.app/docs/gallery","2022-01-05 20:32:40"
"","","","sitemap","","","1","https://bgoonz-blog.netlify.app/docs/sitemap","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","1","","175","174","0","100.000","0","0","0","0","0","0","","","","","","0.906","","https://bgoonz-blog.netlify.app/docs/sitemap/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs/sitemap","2022-01-05 20:32:40"
"","","","data-structures/","","","1","https://bgoonz-blog.netlify.app/docs/data-structures/","text/html; charset=utf-8","200","OK","Indexable","","Data Structures","15","138","This is the  Data Structures page","33","204","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Data Structures","15","Fundamental Data Structures In JavaScript","41","Data Structures & Algorithms","28","➤ 115. Distinct Subsequences","28","","","","","","","","","","343290","8349","15.862","1","","199","171","0","98.280","234","202","0","180","144","0","","","","","31d772925c77e82cf96e947f3807061a","7.151","","","","","1.1","https://bgoonz-blog.netlify.app/docs/data-structures/","2022-01-05 20:32:34"
"","","","tips/","","","4","https://bgoonz-blog.netlify.app/docs/tips/","text/html;charset=UTF-8","200","OK","Indexable","","Tips | webdevhub","16","154","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Tips","4","","0","Lorem ipsum","11","Jump to Section","15","","","","","","","","","","228086","22","1.869","1","","180","171","0","98.280","212","198","0","48","43","0","","","","","46d92a7a957e38a368b6dd2f6108c18c","0.399","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tips/","2022-01-05 20:32:45"
"","","","","insert-into-array/","","1","https://bgoonz-blog.netlify.app/docs/tips/insert-into-array/","text/html;charset=UTF-8","200","OK","Indexable","","Insert Into Array | webdevhub","29","260","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Insert Into Array","17","","0","Insert Into Array","17","Jump to Section","15","","","","","","","","","","230447","330","2.607","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","68bf462766a1d945ef0e4e6ded96808c","0.289","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tips/insert-into-array/","2022-01-05 20:33:35"
"","","","","array-methods/","","1","https://bgoonz-blog.netlify.app/docs/tips/array-methods/","text/html;charset=UTF-8","200","OK","Indexable","","Tips | webdevhub","16","154","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Tips","4","","0","Lorem ipsum","11","Jump to Section","15","","","","","","","","","","228676","39","1.913","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","51520254859c8e022979fd96cf7d39a6","0.259","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tips/array-methods/","2022-01-05 20:35:55"
"","","","","sorting-strings/","","1","https://bgoonz-blog.netlify.app/docs/tips/sorting-strings/","text/html;charset=UTF-8","200","OK","Indexable","","Sorting Strings | webdevhub","27","246","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Sorting Strings","15","","0","Jump to Section","15","","0","","","","","","","","","","231647","259","2.613","2","","179","170","0","97.700","209","198","0","53","46","0","","","","","eebdb56dd134725deca1464bd44b48d4","0.239","","","","","1.1","https://bgoonz-blog.netlify.app/docs/tips/sorting-strings/","2022-01-05 20:36:11"
